Datum     ;Uhrzeit   ;Zeit;Wärmemenge in kWh    
04.03.2019;12:00;04.03.2019 12:00;810
04.03.2019;13:00;04.03.2019 13:00;890
04.03.2019;14:00;04.03.2019 14:00;910
04.03.2019;15:00;04.03.2019 15:00;840
04.03.2019;16:00;04.03.2019 16:00;870
04.03.2019;17:00;04.03.2019 17:00;850
04.03.2019;18:00;04.03.2019 18:00;810
04.03.2019;19:00;04.03.2019 19:00;870
04.03.2019;20:00;04.03.2019 20:00;700
04.03.2019;21:00;04.03.2019 21:00;1000
04.03.2019;22:00;04.03.2019 22:00;910
04.03.2019;23:00;04.03.2019 23:00;840
05.03.2019;00:00;05.03.2019 00:00;900
05.03.2019;01:00;05.03.2019 01:00;800
05.03.2019;02:00;05.03.2019 02:00;910
05.03.2019;03:00;05.03.2019 03:00;780
05.03.2019;04:00;05.03.2019 04:00;910
05.03.2019;05:00;05.03.2019 05:00;820
05.03.2019;06:00;05.03.2019 06:00;1070
05.03.2019;07:00;05.03.2019 07:00;900
05.03.2019;08:00;05.03.2019 08:00;1120
05.03.2019;09:00;05.03.2019 09:00;1090
05.03.2019;10:00;05.03.2019 10:00;1060
05.03.2019;11:00;05.03.2019 11:00;1010
05.03.2019;12:00;05.03.2019 12:00;990
05.03.2019;13:00;05.03.2019 13:00;780
05.03.2019;14:00;05.03.2019 14:00;870
05.03.2019;15:00;05.03.2019 15:00;720
05.03.2019;16:00;05.03.2019 16:00;790
05.03.2019;17:00;05.03.2019 17:00;730
05.03.2019;18:00;05.03.2019 18:00;770
05.03.2019;19:00;05.03.2019 19:00;830
05.03.2019;20:00;05.03.2019 20:00;840
05.03.2019;21:00;05.03.2019 21:00;840
05.03.2019;22:00;05.03.2019 22:00;900
05.03.2019;23:00;05.03.2019 23:00;830
06.03.2019;00:00;06.03.2019 00:00;760
06.03.2019;01:00;06.03.2019 01:00;790
06.03.2019;02:00;06.03.2019 02:00;770
06.03.2019;03:00;06.03.2019 03:00;770
06.03.2019;04:00;06.03.2019 04:00;800
06.03.2019;05:00;06.03.2019 05:00;750
06.03.2019;06:00;06.03.2019 06:00;880
06.03.2019;07:00;06.03.2019 07:00;830
06.03.2019;08:00;06.03.2019 08:00;990
06.03.2019;09:00;06.03.2019 09:00;940
06.03.2019;10:00;06.03.2019 10:00;830
06.03.2019;11:00;06.03.2019 11:00;700
06.03.2019;12:00;06.03.2019 12:00;690
06.03.2019;13:00;06.03.2019 13:00;640
06.03.2019;14:00;06.03.2019 14:00;580
06.03.2019;15:00;06.03.2019 15:00;630
06.03.2019;16:00;06.03.2019 16:00;670
06.03.2019;17:00;06.03.2019 17:00;680
06.03.2019;18:00;06.03.2019 18:00;730
06.03.2019;19:00;06.03.2019 19:00;710
06.03.2019;20:00;06.03.2019 20:00;760
06.03.2019;21:00;06.03.2019 21:00;740
06.03.2019;22:00;06.03.2019 22:00;700
06.03.2019;23:00;06.03.2019 23:00;720
07.03.2019;00:00;07.03.2019 00:00;580
07.03.2019;01:00;07.03.2019 01:00;690
07.03.2019;02:00;07.03.2019 02:00;600
07.03.2019;03:00;07.03.2019 03:00;700
07.03.2019;04:00;07.03.2019 04:00;580
07.03.2019;05:00;07.03.2019 05:00;710
07.03.2019;06:00;07.03.2019 06:00;690
07.03.2019;07:00;07.03.2019 07:00;730
07.03.2019;08:00;07.03.2019 08:00;820
07.03.2019;09:00;07.03.2019 09:00;940
07.03.2019;10:00;07.03.2019 10:00;910
07.03.2019;11:00;07.03.2019 11:00;840
07.03.2019;12:00;07.03.2019 12:00;820
07.03.2019;13:00;07.03.2019 13:00;700
07.03.2019;14:00;07.03.2019 14:00;740
07.03.2019;15:00;07.03.2019 15:00;750
07.03.2019;16:00;07.03.2019 16:00;690
07.03.2019;17:00;07.03.2019 17:00;520
07.03.2019;18:00;07.03.2019 18:00;820
07.03.2019;19:00;07.03.2019 19:00;830
07.03.2019;20:00;07.03.2019 20:00;870
07.03.2019;21:00;07.03.2019 21:00;850
07.03.2019;22:00;07.03.2019 22:00;820
07.03.2019;23:00;07.03.2019 23:00;830
08.03.2019;00:00;08.03.2019 00:00;720
08.03.2019;01:00;08.03.2019 01:00;730
08.03.2019;02:00;08.03.2019 02:00;810
08.03.2019;03:00;08.03.2019 03:00;750
08.03.2019;04:00;08.03.2019 04:00;830
08.03.2019;05:00;08.03.2019 05:00;820
08.03.2019;06:00;08.03.2019 06:00;930
08.03.2019;07:00;08.03.2019 07:00;980
08.03.2019;08:00;08.03.2019 08:00;1030
08.03.2019;09:00;08.03.2019 09:00;1030
08.03.2019;10:00;08.03.2019 10:00;900
08.03.2019;11:00;08.03.2019 11:00;950
08.03.2019;12:00;08.03.2019 12:00;800
08.03.2019;13:00;08.03.2019 13:00;890
08.03.2019;14:00;08.03.2019 14:00;720
08.03.2019;15:00;08.03.2019 15:00;760
08.03.2019;16:00;08.03.2019 16:00;780
08.03.2019;17:00;08.03.2019 17:00;720
08.03.2019;18:00;08.03.2019 18:00;830
08.03.2019;19:00;08.03.2019 19:00;740
08.03.2019;20:00;08.03.2019 20:00;840
08.03.2019;21:00;08.03.2019 21:00;820
08.03.2019;22:00;08.03.2019 22:00;790
08.03.2019;23:00;08.03.2019 23:00;770
09.03.2019;00:00;09.03.2019 00:00;710
09.03.2019;01:00;09.03.2019 01:00;720
09.03.2019;02:00;09.03.2019 02:00;710
09.03.2019;03:00;09.03.2019 03:00;810
09.03.2019;04:00;09.03.2019 04:00;740
09.03.2019;05:00;09.03.2019 05:00;800
09.03.2019;06:00;09.03.2019 06:00;840
09.03.2019;07:00;09.03.2019 07:00;840
09.03.2019;08:00;09.03.2019 08:00;930
09.03.2019;09:00;09.03.2019 09:00;870
09.03.2019;10:00;09.03.2019 10:00;830
09.03.2019;11:00;09.03.2019 11:00;780
09.03.2019;12:00;09.03.2019 12:00;760
09.03.2019;13:00;09.03.2019 13:00;780
09.03.2019;14:00;09.03.2019 14:00;680
09.03.2019;15:00;09.03.2019 15:00;730
09.03.2019;16:00;09.03.2019 16:00;960
09.03.2019;17:00;09.03.2019 17:00;820
09.03.2019;18:00;09.03.2019 18:00;1010
09.03.2019;19:00;09.03.2019 19:00;880
09.03.2019;20:00;09.03.2019 20:00;880
09.03.2019;21:00;09.03.2019 21:00;920
09.03.2019;22:00;09.03.2019 22:00;790
09.03.2019;23:00;09.03.2019 23:00;820
10.03.2019;00:00;10.03.2019 00:00;780
10.03.2019;01:00;10.03.2019 01:00;740
10.03.2019;02:00;10.03.2019 02:00;760
10.03.2019;03:00;10.03.2019 03:00;730
10.03.2019;04:00;10.03.2019 04:00;750
10.03.2019;05:00;10.03.2019 05:00;760
10.03.2019;06:00;10.03.2019 06:00;900
10.03.2019;07:00;10.03.2019 07:00;850
10.03.2019;08:00;10.03.2019 08:00;1010
10.03.2019;09:00;10.03.2019 09:00;970
10.03.2019;10:00;10.03.2019 10:00;950
10.03.2019;11:00;10.03.2019 11:00;930
10.03.2019;12:00;10.03.2019 12:00;800
10.03.2019;13:00;10.03.2019 13:00;620
10.03.2019;14:00;10.03.2019 14:00;790
10.03.2019;15:00;10.03.2019 15:00;820
10.03.2019;16:00;10.03.2019 16:00;800
10.03.2019;17:00;10.03.2019 17:00;830
10.03.2019;18:00;10.03.2019 18:00;850
10.03.2019;19:00;10.03.2019 19:00;820
10.03.2019;20:00;10.03.2019 20:00;890
10.03.2019;21:00;10.03.2019 21:00;790
10.03.2019;22:00;10.03.2019 22:00;880
10.03.2019;23:00;10.03.2019 23:00;770
11.03.2019;00:00;11.03.2019 00:00;790
11.03.2019;01:00;11.03.2019 01:00;730
11.03.2019;02:00;11.03.2019 02:00;810
11.03.2019;03:00;11.03.2019 03:00;700
11.03.2019;04:00;11.03.2019 04:00;840
11.03.2019;05:00;11.03.2019 05:00;760
11.03.2019;06:00;11.03.2019 06:00;1000
11.03.2019;07:00;11.03.2019 07:00;810
11.03.2019;08:00;11.03.2019 08:00;1140
11.03.2019;09:00;11.03.2019 09:00;1230
11.03.2019;10:00;11.03.2019 10:00;1150
11.03.2019;11:00;11.03.2019 11:00;1150
11.03.2019;12:00;11.03.2019 12:00;1100
11.03.2019;13:00;11.03.2019 13:00;1110
11.03.2019;14:00;11.03.2019 14:00;1150
11.03.2019;15:00;11.03.2019 15:00;1000
11.03.2019;16:00;11.03.2019 16:00;1000
11.03.2019;17:00;11.03.2019 17:00;1060
11.03.2019;18:00;11.03.2019 18:00;1150
11.03.2019;19:00;11.03.2019 19:00;1040
11.03.2019;20:00;11.03.2019 20:00;1150
11.03.2019;21:00;11.03.2019 21:00;1120
11.03.2019;22:00;11.03.2019 22:00;990
11.03.2019;23:00;11.03.2019 23:00;1110
12.03.2019;00:00;12.03.2019 00:00;860
12.03.2019;01:00;12.03.2019 01:00;1050
12.03.2019;02:00;12.03.2019 02:00;930
12.03.2019;03:00;12.03.2019 03:00;1100
12.03.2019;04:00;12.03.2019 04:00;940
12.03.2019;05:00;12.03.2019 05:00;1100
12.03.2019;06:00;12.03.2019 06:00;1090
12.03.2019;07:00;12.03.2019 07:00;1120
12.03.2019;08:00;12.03.2019 08:00;1230
12.03.2019;09:00;12.03.2019 09:00;1170
12.03.2019;10:00;12.03.2019 10:00;1100
12.03.2019;11:00;12.03.2019 11:00;970
12.03.2019;12:00;12.03.2019 12:00;930
12.03.2019;13:00;12.03.2019 13:00;920
12.03.2019;14:00;12.03.2019 14:00;900
12.03.2019;15:00;12.03.2019 15:00;850
12.03.2019;16:00;12.03.2019 16:00;850
12.03.2019;17:00;12.03.2019 17:00;910
12.03.2019;18:00;12.03.2019 18:00;860
12.03.2019;19:00;12.03.2019 19:00;900
12.03.2019;20:00;12.03.2019 20:00;890
12.03.2019;21:00;12.03.2019 21:00;880
12.03.2019;22:00;12.03.2019 22:00;910
12.03.2019;23:00;12.03.2019 23:00;910
13.03.2019;00:00;13.03.2019 00:00;900
13.03.2019;01:00;13.03.2019 01:00;920
13.03.2019;02:00;13.03.2019 02:00;840
13.03.2019;03:00;13.03.2019 03:00;880
13.03.2019;04:00;13.03.2019 04:00;890
13.03.2019;05:00;13.03.2019 05:00;840
13.03.2019;06:00;13.03.2019 06:00;1010
13.03.2019;07:00;13.03.2019 07:00;870
13.03.2019;08:00;13.03.2019 08:00;1080
13.03.2019;09:00;13.03.2019 09:00;1120
13.03.2019;10:00;13.03.2019 10:00;1090
13.03.2019;11:00;13.03.2019 11:00;1050
13.03.2019;12:00;13.03.2019 12:00;1090
13.03.2019;13:00;13.03.2019 13:00;1050
13.03.2019;14:00;13.03.2019 14:00;960
13.03.2019;15:00;13.03.2019 15:00;1040
13.03.2019;16:00;13.03.2019 16:00;1070
13.03.2019;17:00;13.03.2019 17:00;1050
13.03.2019;18:00;13.03.2019 18:00;1000
13.03.2019;19:00;13.03.2019 19:00;1040
13.03.2019;20:00;13.03.2019 20:00;1070
13.03.2019;21:00;13.03.2019 21:00;1050
13.03.2019;22:00;13.03.2019 22:00;980
13.03.2019;23:00;13.03.2019 23:00;970
14.03.2019;00:00;14.03.2019 00:00;930
14.03.2019;01:00;14.03.2019 01:00;890
14.03.2019;02:00;14.03.2019 02:00;900
14.03.2019;03:00;14.03.2019 03:00;900
14.03.2019;04:00;14.03.2019 04:00;940
14.03.2019;05:00;14.03.2019 05:00;900
14.03.2019;06:00;14.03.2019 06:00;1030
14.03.2019;07:00;14.03.2019 07:00;1050
14.03.2019;08:00;14.03.2019 08:00;1120
14.03.2019;09:00;14.03.2019 09:00;1140
14.03.2019;10:00;14.03.2019 10:00;1110
14.03.2019;11:00;14.03.2019 11:00;1100
14.03.2019;12:00;14.03.2019 12:00;1090
14.03.2019;13:00;14.03.2019 13:00;1070
14.03.2019;14:00;14.03.2019 14:00;1050
14.03.2019;15:00;14.03.2019 15:00;1000
14.03.2019;16:00;14.03.2019 16:00;960
14.03.2019;17:00;14.03.2019 17:00;950
14.03.2019;18:00;14.03.2019 18:00;890
14.03.2019;19:00;14.03.2019 19:00;1030
14.03.2019;20:00;14.03.2019 20:00;1040
14.03.2019;21:00;14.03.2019 21:00;1010
14.03.2019;22:00;14.03.2019 22:00;930
14.03.2019;23:00;14.03.2019 23:00;980
15.03.2019;00:00;15.03.2019 00:00;770
15.03.2019;01:00;15.03.2019 01:00;900
15.03.2019;02:00;15.03.2019 02:00;800
15.03.2019;03:00;15.03.2019 03:00;910
15.03.2019;04:00;15.03.2019 04:00;890
15.03.2019;05:00;15.03.2019 05:00;860
15.03.2019;06:00;15.03.2019 06:00;1000
15.03.2019;07:00;15.03.2019 07:00;970
15.03.2019;08:00;15.03.2019 08:00;1090
15.03.2019;09:00;15.03.2019 09:00;1080
15.03.2019;10:00;15.03.2019 10:00;1020
15.03.2019;11:00;15.03.2019 11:00;980
15.03.2019;12:00;15.03.2019 12:00;940
15.03.2019;13:00;15.03.2019 13:00;840
15.03.2019;14:00;15.03.2019 14:00;770
15.03.2019;15:00;15.03.2019 15:00;790
15.03.2019;16:00;15.03.2019 16:00;780
15.03.2019;17:00;15.03.2019 17:00;730
15.03.2019;18:00;15.03.2019 18:00;870
15.03.2019;19:00;15.03.2019 19:00;850
15.03.2019;20:00;15.03.2019 20:00;930
15.03.2019;21:00;15.03.2019 21:00;930
15.03.2019;22:00;15.03.2019 22:00;820
15.03.2019;23:00;15.03.2019 23:00;880
16.03.2019;00:00;16.03.2019 00:00;750
16.03.2019;01:00;16.03.2019 01:00;790
16.03.2019;02:00;16.03.2019 02:00;780
16.03.2019;03:00;16.03.2019 03:00;740
16.03.2019;04:00;16.03.2019 04:00;830
16.03.2019;05:00;16.03.2019 05:00;820
16.03.2019;06:00;16.03.2019 06:00;910
16.03.2019;07:00;16.03.2019 07:00;940
16.03.2019;08:00;16.03.2019 08:00;980
16.03.2019;09:00;16.03.2019 09:00;980
16.03.2019;10:00;16.03.2019 10:00;890
16.03.2019;11:00;16.03.2019 11:00;860
16.03.2019;12:00;16.03.2019 12:00;800
16.03.2019;13:00;16.03.2019 13:00;780
16.03.2019;14:00;16.03.2019 14:00;800
16.03.2019;15:00;16.03.2019 15:00;800
16.03.2019;16:00;16.03.2019 16:00;800
16.03.2019;17:00;16.03.2019 17:00;810
16.03.2019;18:00;16.03.2019 18:00;800
16.03.2019;19:00;16.03.2019 19:00;810
16.03.2019;20:00;16.03.2019 20:00;820
16.03.2019;21:00;16.03.2019 21:00;810
16.03.2019;22:00;16.03.2019 22:00;790
16.03.2019;23:00;16.03.2019 23:00;760
17.03.2019;00:00;17.03.2019 00:00;720
17.03.2019;01:00;17.03.2019 01:00;730
17.03.2019;02:00;17.03.2019 02:00;730
17.03.2019;03:00;17.03.2019 03:00;720
17.03.2019;04:00;17.03.2019 04:00;730
17.03.2019;05:00;17.03.2019 05:00;730
17.03.2019;06:00;17.03.2019 06:00;830
17.03.2019;07:00;17.03.2019 07:00;880
17.03.2019;08:00;17.03.2019 08:00;920
17.03.2019;09:00;17.03.2019 09:00;990
17.03.2019;10:00;17.03.2019 10:00;1050
17.03.2019;11:00;17.03.2019 11:00;920
17.03.2019;12:00;17.03.2019 12:00;1040
17.03.2019;13:00;17.03.2019 13:00;970
17.03.2019;14:00;17.03.2019 14:00;840
17.03.2019;15:00;17.03.2019 15:00;790
17.03.2019;16:00;17.03.2019 16:00;940
17.03.2019;17:00;17.03.2019 17:00;900
17.03.2019;18:00;17.03.2019 18:00;970
17.03.2019;19:00;17.03.2019 19:00;1030
17.03.2019;20:00;17.03.2019 20:00;1000
17.03.2019;21:00;17.03.2019 21:00;1040
17.03.2019;22:00;17.03.2019 22:00;1050
17.03.2019;23:00;17.03.2019 23:00;950
18.03.2019;00:00;18.03.2019 00:00;970
18.03.2019;01:00;18.03.2019 01:00;930
18.03.2019;02:00;18.03.2019 02:00;1070
18.03.2019;03:00;18.03.2019 03:00;970
18.03.2019;04:00;18.03.2019 04:00;1030
18.03.2019;05:00;18.03.2019 05:00;1010
18.03.2019;06:00;18.03.2019 06:00;1130
18.03.2019;07:00;18.03.2019 07:00;1150
18.03.2019;08:00;18.03.2019 08:00;1250
18.03.2019;09:00;18.03.2019 09:00;1170
18.03.2019;10:00;18.03.2019 10:00;1120
18.03.2019;11:00;18.03.2019 11:00;1080
18.03.2019;12:00;18.03.2019 12:00;1010
18.03.2019;13:00;18.03.2019 13:00;920
18.03.2019;14:00;18.03.2019 14:00;1000
18.03.2019;15:00;18.03.2019 15:00;920
18.03.2019;16:00;18.03.2019 16:00;870
18.03.2019;17:00;18.03.2019 17:00;930
18.03.2019;18:00;18.03.2019 18:00;980
18.03.2019;19:00;18.03.2019 19:00;990
18.03.2019;20:00;18.03.2019 20:00;1010
18.03.2019;21:00;18.03.2019 21:00;1000
18.03.2019;22:00;18.03.2019 22:00;990
18.03.2019;23:00;18.03.2019 23:00;950
19.03.2019;00:00;19.03.2019 00:00;890
19.03.2019;01:00;19.03.2019 01:00;980
19.03.2019;02:00;19.03.2019 02:00;950
19.03.2019;03:00;19.03.2019 03:00;1060
19.03.2019;04:00;19.03.2019 04:00;950
19.03.2019;05:00;19.03.2019 05:00;1120
19.03.2019;06:00;19.03.2019 06:00;1080
19.03.2019;07:00;19.03.2019 07:00;1250
19.03.2019;08:00;19.03.2019 08:00;1310
19.03.2019;09:00;19.03.2019 09:00;1240
19.03.2019;10:00;19.03.2019 10:00;1130
19.03.2019;11:00;19.03.2019 11:00;960
19.03.2019;12:00;19.03.2019 12:00;940
19.03.2019;13:00;19.03.2019 13:00;960
19.03.2019;14:00;19.03.2019 14:00;750
19.03.2019;15:00;19.03.2019 15:00;810
19.03.2019;16:00;19.03.2019 16:00;820
19.03.2019;17:00;19.03.2019 17:00;690
19.03.2019;18:00;19.03.2019 18:00;810
19.03.2019;19:00;19.03.2019 19:00;860
19.03.2019;20:00;19.03.2019 20:00;830
19.03.2019;21:00;19.03.2019 21:00;900
19.03.2019;22:00;19.03.2019 22:00;880
19.03.2019;23:00;19.03.2019 23:00;830
20.03.2019;00:00;20.03.2019 00:00;810
20.03.2019;01:00;20.03.2019 01:00;800
20.03.2019;02:00;20.03.2019 02:00;910
20.03.2019;03:00;20.03.2019 03:00;760
20.03.2019;04:00;20.03.2019 04:00;930
20.03.2019;05:00;20.03.2019 05:00;820
20.03.2019;06:00;20.03.2019 06:00;1000
20.03.2019;07:00;20.03.2019 07:00;1040
20.03.2019;08:00;20.03.2019 08:00;1100
20.03.2019;09:00;20.03.2019 09:00;1030
20.03.2019;10:00;20.03.2019 10:00;940
20.03.2019;11:00;20.03.2019 11:00;800
20.03.2019;12:00;20.03.2019 12:00;720
20.03.2019;13:00;20.03.2019 13:00;770
20.03.2019;14:00;20.03.2019 14:00;750
20.03.2019;15:00;20.03.2019 15:00;690
20.03.2019;16:00;20.03.2019 16:00;710
20.03.2019;17:00;20.03.2019 17:00;710
20.03.2019;18:00;20.03.2019 18:00;640
20.03.2019;19:00;20.03.2019 19:00;750
20.03.2019;20:00;20.03.2019 20:00;760
20.03.2019;21:00;20.03.2019 21:00;740
20.03.2019;22:00;20.03.2019 22:00;670
20.03.2019;23:00;20.03.2019 23:00;780
21.03.2019;00:00;21.03.2019 00:00;660
21.03.2019;01:00;21.03.2019 01:00;710
21.03.2019;02:00;21.03.2019 02:00;790
21.03.2019;03:00;21.03.2019 03:00;740
21.03.2019;04:00;21.03.2019 04:00;850
21.03.2019;05:00;21.03.2019 05:00;750
21.03.2019;06:00;21.03.2019 06:00;970
21.03.2019;07:00;21.03.2019 07:00;940
21.03.2019;08:00;21.03.2019 08:00;1050
21.03.2019;09:00;21.03.2019 09:00;910
21.03.2019;10:00;21.03.2019 10:00;760
21.03.2019;11:00;21.03.2019 11:00;650
21.03.2019;12:00;21.03.2019 12:00;620
21.03.2019;13:00;21.03.2019 13:00;540
21.03.2019;14:00;21.03.2019 14:00;540
21.03.2019;15:00;21.03.2019 15:00;450
21.03.2019;16:00;21.03.2019 16:00;510
21.03.2019;17:00;21.03.2019 17:00;520
21.03.2019;18:00;21.03.2019 18:00;520
21.03.2019;19:00;21.03.2019 19:00;450
21.03.2019;20:00;21.03.2019 20:00;670
21.03.2019;21:00;21.03.2019 21:00;630
21.03.2019;22:00;21.03.2019 22:00;650
21.03.2019;23:00;21.03.2019 23:00;690
22.03.2019;00:00;22.03.2019 00:00;540
22.03.2019;01:00;22.03.2019 01:00;710
22.03.2019;02:00;22.03.2019 02:00;650
22.03.2019;03:00;22.03.2019 03:00;720
22.03.2019;04:00;22.03.2019 04:00;750
22.03.2019;05:00;22.03.2019 05:00;710
22.03.2019;06:00;22.03.2019 06:00;890
22.03.2019;07:00;22.03.2019 07:00;950
22.03.2019;08:00;22.03.2019 08:00;950
22.03.2019;09:00;22.03.2019 09:00;870
22.03.2019;10:00;22.03.2019 10:00;690
22.03.2019;11:00;22.03.2019 11:00;570
22.03.2019;12:00;22.03.2019 12:00;420
22.03.2019;13:00;22.03.2019 13:00;400
22.03.2019;14:00;22.03.2019 14:00;380
22.03.2019;15:00;22.03.2019 15:00;290
22.03.2019;16:00;22.03.2019 16:00;380
22.03.2019;17:00;22.03.2019 17:00;340
22.03.2019;18:00;22.03.2019 18:00;290
22.03.2019;19:00;22.03.2019 19:00;430
22.03.2019;20:00;22.03.2019 20:00;420
22.03.2019;21:00;22.03.2019 21:00;560
22.03.2019;22:00;22.03.2019 22:00;450
22.03.2019;23:00;22.03.2019 23:00;500
23.03.2019;00:00;23.03.2019 00:00;480
23.03.2019;01:00;23.03.2019 01:00;500
23.03.2019;02:00;23.03.2019 02:00;580
23.03.2019;03:00;23.03.2019 03:00;560
23.03.2019;04:00;23.03.2019 04:00;690
23.03.2019;05:00;23.03.2019 05:00;710
23.03.2019;06:00;23.03.2019 06:00;860
23.03.2019;07:00;23.03.2019 07:00;790
23.03.2019;08:00;23.03.2019 08:00;890
23.03.2019;09:00;23.03.2019 09:00;870
23.03.2019;10:00;23.03.2019 10:00;810
23.03.2019;11:00;23.03.2019 11:00;770
23.03.2019;12:00;23.03.2019 12:00;730
23.03.2019;13:00;23.03.2019 13:00;630
23.03.2019;14:00;23.03.2019 14:00;580
23.03.2019;15:00;23.03.2019 15:00;590
23.03.2019;16:00;23.03.2019 16:00;610
23.03.2019;17:00;23.03.2019 17:00;630
23.03.2019;18:00;23.03.2019 18:00;650
23.03.2019;19:00;23.03.2019 19:00;670
23.03.2019;20:00;23.03.2019 20:00;710
23.03.2019;21:00;23.03.2019 21:00;710
23.03.2019;22:00;23.03.2019 22:00;700
23.03.2019;23:00;23.03.2019 23:00;680
24.03.2019;00:00;24.03.2019 00:00;630
24.03.2019;01:00;24.03.2019 01:00;670
24.03.2019;02:00;24.03.2019 02:00;710
24.03.2019;03:00;24.03.2019 03:00;710
24.03.2019;04:00;24.03.2019 04:00;750
24.03.2019;05:00;24.03.2019 05:00;800
24.03.2019;06:00;24.03.2019 06:00;830
24.03.2019;07:00;24.03.2019 07:00;890
24.03.2019;08:00;24.03.2019 08:00;990
24.03.2019;09:00;24.03.2019 09:00;940
24.03.2019;10:00;24.03.2019 10:00;830
24.03.2019;11:00;24.03.2019 11:00;780
24.03.2019;12:00;24.03.2019 12:00;720
24.03.2019;13:00;24.03.2019 13:00;640
24.03.2019;14:00;24.03.2019 14:00;640
24.03.2019;15:00;24.03.2019 15:00;670
24.03.2019;16:00;24.03.2019 16:00;670
24.03.2019;17:00;24.03.2019 17:00;640
24.03.2019;18:00;24.03.2019 18:00;630
24.03.2019;19:00;24.03.2019 19:00;720
24.03.2019;20:00;24.03.2019 20:00;780
24.03.2019;21:00;24.03.2019 21:00;820
24.03.2019;22:00;24.03.2019 22:00;830
24.03.2019;23:00;24.03.2019 23:00;860
25.03.2019;00:00;25.03.2019 00:00;760
25.03.2019;01:00;25.03.2019 01:00;820
25.03.2019;02:00;25.03.2019 02:00;810
25.03.2019;03:00;25.03.2019 03:00;840
25.03.2019;04:00;25.03.2019 04:00;840
25.03.2019;05:00;25.03.2019 05:00;790
25.03.2019;06:00;25.03.2019 06:00;1000
25.03.2019;07:00;25.03.2019 07:00;1060
25.03.2019;08:00;25.03.2019 08:00;1160
25.03.2019;09:00;25.03.2019 09:00;1110
25.03.2019;10:00;25.03.2019 10:00;1060
25.03.2019;11:00;25.03.2019 11:00;1050
25.03.2019;12:00;25.03.2019 12:00;940
25.03.2019;13:00;25.03.2019 13:00;800
25.03.2019;14:00;25.03.2019 14:00;920
25.03.2019;15:00;25.03.2019 15:00;940
25.03.2019;16:00;25.03.2019 16:00;860
25.03.2019;17:00;25.03.2019 17:00;1000
25.03.2019;18:00;25.03.2019 18:00;860
25.03.2019;19:00;25.03.2019 19:00;920
25.03.2019;20:00;25.03.2019 20:00;970
25.03.2019;21:00;25.03.2019 21:00;930
25.03.2019;22:00;25.03.2019 22:00;880
25.03.2019;23:00;25.03.2019 23:00;900
26.03.2019;00:00;26.03.2019 00:00;860
26.03.2019;01:00;26.03.2019 01:00;790
26.03.2019;02:00;26.03.2019 02:00;910
26.03.2019;03:00;26.03.2019 03:00;810
26.03.2019;04:00;26.03.2019 04:00;940
26.03.2019;05:00;26.03.2019 05:00;820
26.03.2019;06:00;26.03.2019 06:00;1070
26.03.2019;07:00;26.03.2019 07:00;1030
26.03.2019;08:00;26.03.2019 08:00;1110
26.03.2019;09:00;26.03.2019 09:00;1030
26.03.2019;10:00;26.03.2019 10:00;1040
26.03.2019;11:00;26.03.2019 11:00;940
26.03.2019;12:00;26.03.2019 12:00;910
26.03.2019;13:00;26.03.2019 13:00;910
26.03.2019;14:00;26.03.2019 14:00;910
26.03.2019;15:00;26.03.2019 15:00;910
26.03.2019;16:00;26.03.2019 16:00;880
26.03.2019;17:00;26.03.2019 17:00;900
26.03.2019;18:00;26.03.2019 18:00;860
26.03.2019;19:00;26.03.2019 19:00;860
26.03.2019;20:00;26.03.2019 20:00;890
26.03.2019;21:00;26.03.2019 21:00;900
26.03.2019;22:00;26.03.2019 22:00;870
26.03.2019;23:00;26.03.2019 23:00;800
27.03.2019;00:00;27.03.2019 00:00;830
27.03.2019;01:00;27.03.2019 01:00;730
27.03.2019;02:00;27.03.2019 02:00;890
27.03.2019;03:00;27.03.2019 03:00;770
27.03.2019;04:00;27.03.2019 04:00;920
27.03.2019;05:00;27.03.2019 05:00;770
27.03.2019;06:00;27.03.2019 06:00;1020
27.03.2019;07:00;27.03.2019 07:00;1010
27.03.2019;08:00;27.03.2019 08:00;1080
27.03.2019;09:00;27.03.2019 09:00;1060
27.03.2019;10:00;27.03.2019 10:00;940
27.03.2019;11:00;27.03.2019 11:00;860
27.03.2019;12:00;27.03.2019 12:00;940
27.03.2019;13:00;27.03.2019 13:00;720
27.03.2019;14:00;27.03.2019 14:00;770
27.03.2019;15:00;27.03.2019 15:00;740
27.03.2019;16:00;27.03.2019 16:00;650
27.03.2019;17:00;27.03.2019 17:00;730
27.03.2019;18:00;27.03.2019 18:00;710
27.03.2019;19:00;27.03.2019 19:00;690
27.03.2019;20:00;27.03.2019 20:00;820
27.03.2019;21:00;27.03.2019 21:00;780
27.03.2019;22:00;27.03.2019 22:00;650
27.03.2019;23:00;27.03.2019 23:00;780
28.03.2019;00:00;28.03.2019 00:00;590
28.03.2019;01:00;28.03.2019 01:00;710
28.03.2019;02:00;28.03.2019 02:00;620
28.03.2019;03:00;28.03.2019 03:00;720
28.03.2019;04:00;28.03.2019 04:00;630
28.03.2019;05:00;28.03.2019 05:00;720
28.03.2019;06:00;28.03.2019 06:00;810
28.03.2019;07:00;28.03.2019 07:00;760
28.03.2019;08:00;28.03.2019 08:00;900
28.03.2019;09:00;28.03.2019 09:00;860
28.03.2019;10:00;28.03.2019 10:00;820
28.03.2019;11:00;28.03.2019 11:00;750
28.03.2019;12:00;28.03.2019 12:00;680
