DATE_FROM;DATE_TO;PRODUCT_TYPE;TENDER_NUMBER;PRODUCTNAME;CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AT_DEMAND_[MW];AT_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AT_IMPORT(-)_EXPORT(+)_[MW];BE_DEMAND_[MW];BE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];BE_IMPORT(-)_EXPORT(+)_[MW];CH_DEMAND_[MW];CH_SETTLEMENTCAPACITY_PRICE_[EUR/MW];CH_IMPORT(-)_EXPORT(+)_[MW];DE_DEMAND_[MW];DE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DE_IMPORT(-)_EXPORT(+)_[MW];FR_DEMAND_[MW];FR_SETTLEMENTCAPACITY_PRICE_[EUR/MW];FR_IMPORT(-)_EXPORT(+)_[MW];NL_DEMAND_[MW];NL_SETTLEMENTCAPACITY_PRICE_[EUR/MW];NL_IMPORT(-)_EXPORT(+)_[MW];SI_DEMAND_[MW];SI_SETTLEMENTCAPACITY_PRICE_[EUR/MW];SI_IMPORT(-)_EXPORT(+)_[MW];DK_DEMAND_[MW];DK_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DK_IMPORT(-)_EXPORT(+)_[MW]
21.06.2021;21.06.2021;FCR;1;NEGPOS_00_04;48,00;71,00;48,00;20,00;87,00;150,72;-60,00;67,00;48,00;34,00;562,00;48,00;29,00;508,00;48,00;79,00;114,00;48,00;-73,00;15,00;48,00;-15,00;20,00;268,95;-14,00
21.06.2021;21.06.2021;FCR;1;NEGPOS_04_08;55,52;71,00;55,52;27,00;87,00;150,36;-60,00;67,00;55,52;60,00;562,00;55,52;-37,00;508,00;55,52;103,00;114,00;55,52;-63,00;15,00;55,52;-15,00;20,00;69,40;-14,00
21.06.2021;21.06.2021;FCR;1;NEGPOS_08_12;59,12;71,00;59,12;42,00;87,00;181,08;-60,00;67,00;53,87;100,00;562,00;59,12;-60,00;508,00;59,12;70,00;114,00;59,12;-63,00;15,00;59,12;-15,00;20,00;69,40;-14,00
21.06.2021;21.06.2021;FCR;1;NEGPOS_12_16;54,56;71,00;54,56;45,00;87,00;138,68;-60,00;67,00;54,56;53,00;562,00;54,56;-28,00;508,00;54,56;74,00;114,00;54,56;-55,00;15,00;54,56;-15,00;20,00;215,16;-14,00
21.06.2021;21.06.2021;FCR;1;NEGPOS_16_20;52,00;71,00;52,00;22,00;87,00;178,56;-60,00;67,00;52,00;79,00;562,00;52,00;-64,00;508,00;52,00;107,00;114,00;52,00;-55,00;15,00;52,00;-15,00;20,00;215,16;-14,00
21.06.2021;21.06.2021;FCR;1;NEGPOS_20_24;48,46;71,00;48,46;26,00;87,00;189,08;-60,00;67,00;48,46;72,00;562,00;48,46;21,00;508,00;48,46;44,00;114,00;48,46;-73,00;15,00;48,46;-15,00;20,00;69,40;-14,00
22.06.2021;22.06.2021;FCR;1;NEGPOS_00_04;56,32;71,00;56,32;39,00;87,00;150,72;-60,00;67,00;56,32;37,00;562,00;56,32;16,00;508,00;56,32;62,00;114,00;56,32;-65,00;15,00;56,32;-15,00;20,00;107,58;-14,00
22.06.2021;22.06.2021;FCR;1;NEGPOS_04_08;56,96;71,00;56,96;49,00;87,00;150,36;-60,00;67,00;56,96;53,00;562,00;56,96;-4,00;508,00;56,96;66,00;114,00;56,96;-75,00;15,00;56,96;-15,00;20,00;69,40;-14,00
22.06.2021;22.06.2021;FCR;1;NEGPOS_08_12;48,94;71,00;48,94;46,00;87,00;181,08;-60,00;67,00;48,94;99,00;562,00;48,94;-29,00;508,00;48,94;51,00;114,00;48,94;-76,00;15,00;48,94;-15,00;20,00;69,40;-14,00
22.06.2021;22.06.2021;FCR;1;NEGPOS_12_16;53,56;71,00;53,56;25,00;87,00;138,68;-60,00;67,00;53,56;80,00;562,00;53,56;-39,00;508,00;53,56;81,00;114,00;53,56;-58,00;15,00;53,56;-15,00;20,00;100,54;-14,00
22.06.2021;22.06.2021;FCR;1;NEGPOS_16_20;55,06;71,00;55,06;24,00;87,00;178,56;-60,00;67,00;49,70;96,00;562,00;55,06;-29,00;508,00;55,06;60,00;114,00;55,06;-58,00;15,00;55,06;-15,00;20,00;96,24;-14,00
22.06.2021;22.06.2021;FCR;1;NEGPOS_20_24;45,00;71,00;45,00;32,00;87,00;189,08;-60,00;67,00;45,00;70,00;562,00;45,00;5,00;508,00;45,00;58,00;114,00;45,00;-75,00;15,00;45,00;-15,00;20,00;69,40;-14,00
23.06.2021;23.06.2021;FCR;1;NEGPOS_00_04;49,20;71,00;49,20;13,00;87,00;150,72;-60,00;67,00;49,20;26,00;562,00;49,20;36,00;508,00;49,20;77,00;114,00;49,20;-63,00;15,00;49,20;-15,00;20,00;107,58;-14,00
23.06.2021;23.06.2021;FCR;1;NEGPOS_04_08;53,90;71,00;53,90;20,00;87,00;150,36;-60,00;67,00;53,90;45,00;562,00;53,90;8,00;508,00;53,90;91,00;114,00;53,90;-63,00;15,00;53,90;-15,00;20,00;69,40;-14,00
23.06.2021;23.06.2021;FCR;1;NEGPOS_08_12;58,15;71,00;58,15;51,00;87,00;153,49;-40,00;67,00;58,15;99,00;562,00;58,15;-12,00;508,00;58,15;-5,00;114,00;58,15;-63,00;15,00;58,15;-15,00;20,00;62,55;-14,00
23.06.2021;23.06.2021;FCR;1;NEGPOS_12_16;66,00;71,00;66,00;68,00;87,00;138,68;-60,00;67,00;66,00;72,00;562,00;66,00;3,00;508,00;66,00;-5,00;114,00;66,00;-55,00;15,00;66,00;-9,00;20,00;69,53;-14,00
23.06.2021;23.06.2021;FCR;1;NEGPOS_16_20;59,00;71,00;59,00;51,00;87,00;150,00;-40,00;67,00;59,00;80,00;562,00;59,00;9,00;508,00;59,00;-8,00;114,00;59,00;-63,00;15,00;59,00;-15,00;20,00;65,37;-14,00
23.06.2021;23.06.2021;FCR;1;NEGPOS_20_24;48,84;71,00;48,84;36,00;87,00;188,31;-40,00;67,00;48,84;80,00;562,00;48,84;10,00;508,00;48,84;9,00;114,00;48,84;-66,00;15,00;48,84;-15,00;20,00;69,40;-14,00
24.06.2021;24.06.2021;FCR;1;NEGPOS_00_04;61,98;71,00;61,98;14,00;87,00;76,22;-58,00;67,00;61,98;35,00;562,00;61,98;119,00;508,00;61,98;-20,00;114,00;61,98;-63,00;15,00;61,98;-15,00;20,00;61,98;-12,00
24.06.2021;24.06.2021;FCR;1;NEGPOS_04_08;71,76;71,00;71,76;8,00;87,00;71,76;-59,00;67,00;71,76;60,00;562,00;71,76;41,00;508,00;71,76;36,00;114,00;71,76;-63,00;15,00;71,76;-9,00;20,00;107,58;-14,00
24.06.2021;24.06.2021;FCR;1;NEGPOS_08_12;75,24;71,00;75,24;5,00;87,00;75,24;-59,00;67,00;75,24;86,00;562,00;75,24;22,00;508,00;75,24;23,00;114,00;75,24;-63,00;15,00;75,24;-9,00;20,00;75,24;-5,00
24.06.2021;24.06.2021;FCR;1;NEGPOS_12_16;66,00;71,00;66,00;21,00;87,00;92,38;-60,00;67,00;40,00;100,00;562,00;66,00;14,00;508,00;66,00;0,00;114,00;66,00;-55,00;15,00;66,00;-13,00;20,00;66,00;-7,00
24.06.2021;24.06.2021;FCR;1;NEGPOS_16_20;72,61;71,00;72,61;5,00;87,00;72,61;-59,00;67,00;72,61;100,00;562,00;72,61;20,00;508,00;72,61;21,00;114,00;72,61;-63,00;15,00;72,61;-9,00;20,00;91,01;-14,00
24.06.2021;24.06.2021;FCR;1;NEGPOS_20_24;57,64;71,00;57,64;5,00;87,00;57,64;-59,00;67,00;57,64;86,00;562,00;57,64;30,00;508,00;57,64;30,00;114,00;57,64;-63,00;15,00;57,64;-15,00;20,00;107,58;-14,00
25.06.2021;25.06.2021;FCR;1;NEGPOS_00_04;51,00;71,00;51,00;-22,00;87,00;106,77;-60,00;67,00;51,00;40,00;562,00;51,00;82,00;508,00;51,00;52,00;114,00;51,00;-63,00;15,00;51,00;-15,00;20,00;107,58;-14,00
25.06.2021;25.06.2021;FCR;1;NEGPOS_04_08;60,97;71,00;60,97;8,00;87,00;60,97;-59,00;67,00;60,97;70,00;562,00;60,97;28,00;508,00;60,97;45,00;114,00;60,97;-63,00;15,00;60,97;-15,00;20,00;69,40;-14,00
25.06.2021;25.06.2021;FCR;1;NEGPOS_08_12;62,65;71,00;62,65;5,00;87,00;76,56;-60,00;67,00;62,65;98,00;562,00;62,65;-2,00;508,00;62,65;52,00;114,00;62,65;-63,00;15,00;62,65;-15,00;20,00;69,40;-14,00
25.06.2021;25.06.2021;FCR;1;NEGPOS_12_16;57,04;71,00;57,04;-15,00;87,00;87,26;-60,00;67,00;57,04;93,00;562,00;57,04;63,00;508,00;57,04;3,00;114,00;57,04;-55,00;15,00;57,04;-15,00;20,00;60,40;-14,00
25.06.2021;25.06.2021;FCR;1;NEGPOS_16_20;61,60;71,00;61,60;5,00;87,00;61,60;-59,00;67,00;58,00;100,00;562,00;61,60;8,00;508,00;61,60;38,00;114,00;61,60;-63,00;15,00;61,60;-15,00;20,00;83,76;-14,00
25.06.2021;25.06.2021;FCR;1;NEGPOS_20_24;59,84;71,00;59,84;5,00;87,00;59,84;-59,00;67,00;59,84;94,00;562,00;59,84;28,00;508,00;59,84;24,00;114,00;59,84;-63,00;15,00;59,84;-15,00;20,00;69,40;-14,00
26.06.2021;26.06.2021;FCR;1;NEGPOS_00_04;52,00;71,00;52,00;13,00;87,00;106,16;-60,00;67,00;52,00;23,00;562,00;52,00;131,00;508,00;52,00;-14,00;114,00;52,00;-63,00;15,00;52,00;-15,00;20,00;59,33;-14,00
26.06.2021;26.06.2021;FCR;1;NEGPOS_04_08;66,00;71,00;66,00;5,00;87,00;66,00;-59,00;67,00;66,00;15,00;562,00;66,00;147,00;508,00;66,00;-21,00;114,00;66,00;-63,00;15,00;66,00;-10,00;20,00;66,04;-14,00
26.06.2021;26.06.2021;FCR;1;NEGPOS_08_12;68,56;71,00;68,56;33,00;87,00;83,90;-60,00;67,00;60,19;100,00;562,00;68,56;53,00;508,00;68,56;-44,00;114,00;68,56;-63,00;15,00;68,56;-9,00;20,00;68,56;-10,00
26.06.2021;26.06.2021;FCR;1;NEGPOS_12_16;83,24;71,00;83,24;5,00;87,00;88,92;-60,00;67,00;83,24;20,00;562,00;83,24;103,00;508,00;83,24;14,00;114,00;83,24;-63,00;15,00;83,24;-9,00;20,00;83,24;-10,00
26.06.2021;26.06.2021;FCR;1;NEGPOS_16_20;63,84;71,00;63,84;25,00;87,00;63,84;-59,00;67,00;63,84;28,00;562,00;63,84;99,00;508,00;63,84;-4,00;114,00;63,84;-63,00;15,00;63,84;-15,00;20,00;63,84;-11,00
26.06.2021;26.06.2021;FCR;1;NEGPOS_20_24;49,36;71,00;49,36;14,00;87,00;49,36;-59,00;67,00;49,36;62,00;562,00;49,36;54,00;508,00;49,36;21,00;114,00;49,36;-63,00;15,00;49,36;-15,00;20,00;51,41;-14,00
27.06.2021;27.06.2021;FCR;1;NEGPOS_00_04;52,64;71,00;52,64;-18,00;87,00;119,47;-60,00;67,00;52,64;32,00;562,00;52,64;131,00;508,00;52,64;7,00;114,00;52,64;-63,00;15,00;52,64;-15,00;20,00;121,61;-14,00
27.06.2021;27.06.2021;FCR;1;NEGPOS_04_08;55,20;71,00;55,20;-16,00;87,00;90,43;-60,00;67,00;55,20;38,00;562,00;55,20;116,00;508,00;55,20;14,00;114,00;55,20;-63,00;15,00;55,20;-15,00;20,00;148,19;-14,00
27.06.2021;27.06.2021;FCR;1;NEGPOS_08_12;86,24;71,00;86,24;0,00;87,00;122,70;-60,00;67,00;86,24;46,00;562,00;86,24;121,00;508,00;86,24;-21,00;114,00;86,24;-63,00;15,00;86,24;-9,00;20,00;115,84;-14,00
27.06.2021;27.06.2021;FCR;1;NEGPOS_12_16;92,72;71,00;92,72;0,00;87,00;159,72;-60,00;67,00;92,72;40,00;562,00;92,72;37,00;508,00;92,72;59,00;114,00;92,72;-53,00;15,00;92,72;-9,00;20,00;144,30;-14,00
27.06.2021;27.06.2021;FCR;1;NEGPOS_16_20;61,36;71,00;61,36;0,00;87,00;65,59;-60,00;67,00;61,36;43,00;562,00;61,36;102,00;508,00;61,36;7,00;114,00;61,36;-63,00;15,00;61,36;-15,00;20,00;119,60;-14,00
27.06.2021;27.06.2021;FCR;1;NEGPOS_20_24;58,00;71,00;58,00;36,00;87,00;58,00;-59,00;67,00;54,90;100,00;562,00;58,00;33,00;508,00;58,00;-14,00;114,00;58,00;-63,00;15,00;58,00;-15,00;20,00;107,58;-14,00
28.06.2021;28.06.2021;FCR;1;NEGPOS_00_04;53,00;71,00;53,00;6,00;87,00;109,83;-60,00;67,00;53,00;36,00;562,00;53,00;103,00;508,00;53,00;7,00;114,00;53,00;-63,00;15,00;53,00;-15,00;20,00;108,86;-14,00
28.06.2021;28.06.2021;FCR;1;NEGPOS_04_08;57,36;71,00;57,36;13,00;87,00;58,70;-60,00;67,00;57,36;72,00;562,00;57,36;46,00;508,00;57,36;21,00;114,00;57,36;-63,00;15,00;57,36;-15,00;20,00;99,20;-14,00
28.06.2021;28.06.2021;FCR;1;NEGPOS_08_12;55,60;71,00;55,60;28,00;87,00;76,82;-60,00;67,00;55,60;96,00;562,00;55,60;11,00;508,00;55,60;17,00;114,00;55,60;-63,00;15,00;55,60;-15,00;20,00;64,56;-14,00
28.06.2021;28.06.2021;FCR;1;NEGPOS_12_16;61,38;71,00;61,38;35,00;87,00;84,16;-60,00;67,00;61,38;64,00;562,00;61,38;-27,00;508,00;61,38;80,00;114,00;61,38;-63,00;15,00;61,38;-15,00;20,00;89,93;-14,00
28.06.2021;28.06.2021;FCR;1;NEGPOS_16_20;51,84;71,00;51,84;-1,00;87,00;51,84;-59,00;67,00;50,40;100,00;562,00;51,84;4,00;508,00;51,84;48,00;114,00;51,84;-63,00;15,00;51,84;-15,00;20,00;112,48;-14,00
28.06.2021;28.06.2021;FCR;1;NEGPOS_20_24;46,00;71,00;46,00;19,00;87,00;46,00;-59,00;67,00;46,00;98,00;562,00;46,00;24,00;508,00;46,00;10,00;114,00;46,00;-63,00;15,00;46,00;-15,00;20,00;64,56;-14,00
29.06.2021;29.06.2021;FCR;1;NEGPOS_00_04;62,35;71,00;62,35;63,00;87,00;113,50;-60,00;67,00;62,35;40,00;562,00;62,35;87,00;508,00;62,35;-47,00;114,00;62,35;-63,00;15,00;62,35;-6,00;20,00;88,19;-14,00
29.06.2021;29.06.2021;FCR;1;NEGPOS_04_08;68,00;71,00;68,00;59,00;87,00;68,00;-59,00;67,00;68,00;79,00;562,00;68,00;40,00;508,00;68,00;-33,00;114,00;68,00;-63,00;15,00;68,00;-9,00;20,00;107,25;-14,00
29.06.2021;29.06.2021;FCR;1;NEGPOS_08_12;56,40;71,00;56,40;58,00;87,00;69,74;-60,00;67,00;56,40;100,00;562,00;56,40;-16,00;508,00;56,40;19,00;114,00;56,40;-72,00;15,00;56,40;-15,00;20,00;136,24;-14,00
29.06.2021;29.06.2021;FCR;1;NEGPOS_12_16;45,11;71,00;45,11;44,00;87,00;79,40;-60,00;67,00;45,11;53,00;562,00;45,11;25,00;508,00;45,11;31,00;114,00;45,11;-62,00;15,00;45,11;-15,00;20,00;91,54;-14,00
29.06.2021;29.06.2021;FCR;1;NEGPOS_16_20;54,15;71,00;54,15;40,00;87,00;54,15;-59,00;67,00;54,15;100,00;562,00;54,15;8,00;508,00;54,15;12,00;114,00;54,15;-72,00;15,00;54,15;-15,00;20,00;118,39;-14,00
29.06.2021;29.06.2021;FCR;1;NEGPOS_20_24;41,20;71,00;41,20;42,00;87,00;41,20;-59,00;67,00;41,20;85,00;562,00;41,20;8,00;508,00;41,20;26,00;114,00;41,20;-72,00;15,00;41,20;-15,00;20,00;107,58;-14,00
30.06.2021;30.06.2021;FCR;1;NEGPOS_00_04;55,60;71,00;55,60;53,00;87,00;113,14;-60,00;67,00;55,60;35,00;562,00;55,60;17,00;508,00;55,60;49,00;114,00;55,60;-67,00;15,00;55,60;-15,00;20,00;55,60;-12,00
30.06.2021;30.06.2021;FCR;1;NEGPOS_04_08;58,28;71,00;58,28;48,00;87,00;64,62;-60,00;67,00;58,28;75,00;562,00;58,28;-35,00;508,00;58,28;65,00;114,00;58,28;-67,00;15,00;58,28;-15,00;20,00;58,28;-11,00
30.06.2021;30.06.2021;FCR;1;NEGPOS_08_12;52,55;71,00;52,55;45,00;87,00;70,39;-60,00;67,00;47,76;98,00;562,00;52,55;-3,00;508,00;52,55;14,00;114,00;52,55;-67,00;15,00;52,55;-15,00;20,00;52,55;-12,00
30.06.2021;30.06.2021;FCR;1;NEGPOS_12_16;56,00;71,00;56,00;45,00;87,00;79,46;-60,00;67,00;56,00;86,00;562,00;56,00;27,00;508,00;56,00;-14,00;114,00;56,00;-57,00;15,00;56,00;-15,00;20,00;56,00;-12,00
30.06.2021;30.06.2021;FCR;1;NEGPOS_16_20;55,60;71,00;55,60;47,00;87,00;55,60;-58,00;67,00;51,35;100,00;562,00;55,60;17,00;508,00;55,60;-13,00;114,00;55,60;-67,00;15,00;55,60;-15,00;20,00;55,60;-11,00
30.06.2021;30.06.2021;FCR;1;NEGPOS_20_24;43,88;71,00;43,88;42,00;87,00;43,88;-58,00;67,00;43,88;83,00;562,00;43,88;25,00;508,00;43,88;1,00;114,00;43,88;-67,00;15,00;43,88;-15,00;20,00;43,88;-11,00
01.07.2021;01.07.2021;FCR;1;NEGPOS_00_04;66,00;71,00;66,00;6,00;87,00;120,07;-60,00;67,00;66,00;41,00;562,00;66,00;58,00;508,00;66,00;45,00;114,00;66,00;-67,00;15,00;66,00;-11,00;20,00;66,00;-12,00
01.07.2021;01.07.2021;FCR;1;NEGPOS_04_08;60,35;71,00;60,35;10,00;87,00;74,98;-60,00;67,00;60,35;71,00;562,00;60,35;54,00;508,00;60,35;21,00;114,00;60,35;-67,00;15,00;60,35;-15,00;20,00;268,92;-14,00
01.07.2021;01.07.2021;FCR;1;NEGPOS_08_12;61,36;71,00;61,36;20,00;87,00;63,33;-60,00;67,00;45,30;100,00;562,00;61,36;23,00;508,00;61,36;13,00;114,00;61,36;-67,00;15,00;61,36;-15,00;20,00;376,52;-14,00
01.07.2021;01.07.2021;FCR;1;NEGPOS_12_16;43,72;71,00;43,72;-5,00;87,00;75,88;-60,00;67,00;43,72;78,00;562,00;43,72;20,00;508,00;43,72;53,00;114,00;43,72;-57,00;15,00;43,72;-15,00;20,00;376,52;-14,00
01.07.2021;01.07.2021;FCR;1;NEGPOS_16_20;49,90;71,00;49,90;3,00;87,00;49,90;-58,00;67,00;46,00;100,00;562,00;49,90;20,00;508,00;49,90;34,00;114,00;49,90;-67,00;15,00;49,90;-15,00;20,00;376,52;-14,00
01.07.2021;01.07.2021;FCR;1;NEGPOS_20_24;55,20;71,00;55,20;19,00;87,00;55,20;-58,00;67,00;43,40;98,00;562,00;55,20;16,00;508,00;55,20;21,00;114,00;55,20;-67,00;15,00;55,20;-15,00;20,00;268,92;-14,00
02.07.2021;02.07.2021;FCR;1;NEGPOS_00_04;48,22;71,00;48,22;22,00;87,00;110,00;-60,00;67,00;48,22;37,00;562,00;48,22;80,00;508,00;48,22;6,00;114,00;48,22;-55,00;15,00;48,22;-15,00;20,00;58,13;-14,00
02.07.2021;02.07.2021;FCR;1;NEGPOS_04_08;51,39;71,00;51,39;34,00;87,00;66,52;-60,00;67,00;51,39;63,00;562,00;51,39;32,00;508,00;51,39;17,00;114,00;51,39;-55,00;15,00;51,39;-15,00;20,00;268,92;-14,00
02.07.2021;02.07.2021;FCR;1;NEGPOS_08_12;45,40;71,00;45,40;46,00;87,00;50,92;-60,00;67,00;45,40;98,00;562,00;45,40;22,00;508,00;45,40;-21,00;114,00;45,40;-55,00;15,00;45,40;-15,00;20,00;376,52;-14,00
02.07.2021;02.07.2021;FCR;1;NEGPOS_12_16;53,96;71,00;53,96;50,00;87,00;77,20;-60,00;67,00;53,96;77,00;562,00;53,96;11,00;508,00;53,96;-4,00;114,00;53,96;-45,00;15,00;53,96;-15,00;20,00;376,52;-14,00
02.07.2021;02.07.2021;FCR;1;NEGPOS_16_20;51,36;71,00;51,36;38,00;87,00;51,36;-58,00;67,00;44,72;100,00;562,00;51,36;16,00;508,00;51,36;-9,00;114,00;51,36;-55,00;15,00;51,36;-15,00;20,00;376,52;-14,00
02.07.2021;02.07.2021;FCR;1;NEGPOS_20_24;38,40;71,00;38,40;43,00;87,00;38,40;-58,00;67,00;38,40;75,00;562,00;38,40;27,00;508,00;38,40;-3,00;114,00;38,40;-55,00;15,00;38,40;-15,00;20,00;268,92;-14,00
03.07.2021;03.07.2021;FCR;1;NEGPOS_00_04;43,36;71,00;43,36;34,00;87,00;96,71;-60,00;67,00;43,36;51,00;562,00;43,36;17,00;508,00;43,36;42,00;114,00;43,36;-55,00;15,00;43,36;-15,00;20,00;43,36;-14,00
03.07.2021;03.07.2021;FCR;1;NEGPOS_04_08;43,68;71,00;43,68;12,00;87,00;60,59;-60,00;67,00;43,68;46,00;562,00;43,68;29,00;508,00;43,68;57,00;114,00;43,68;-55,00;15,00;43,68;-15,00;20,00;43,68;-14,00
03.07.2021;03.07.2021;FCR;1;NEGPOS_08_12;47,09;71,00;47,09;11,00;87,00;47,09;-58,00;67,00;47,09;102,00;562,00;47,09;-39,00;508,00;47,09;69,00;114,00;47,09;-55,00;15,00;47,09;-15,00;20,00;47,09;-12,00
03.07.2021;03.07.2021;FCR;1;NEGPOS_12_16;42,80;71,00;42,80;11,00;87,00;55,24;-60,00;67,00;42,80;27,00;562,00;42,80;29,00;508,00;42,80;76,00;114,00;42,80;-55,00;15,00;42,80;-15,00;20,00;42,80;-13,00
03.07.2021;03.07.2021;FCR;1;NEGPOS_16_20;44,00;71,00;44,00;11,00;87,00;44,00;-58,00;67,00;44,00;80,00;562,00;44,00;-8,00;508,00;44,00;56,00;114,00;44,00;-55,00;15,00;44,00;-15,00;20,00;451,58;-11,00
03.07.2021;03.07.2021;FCR;1;NEGPOS_20_24;38,30;71,00;38,30;23,00;87,00;38,30;-58,00;67,00;38,30;88,00;562,00;38,30;37,00;508,00;38,30;-8,00;114,00;38,30;-55,00;15,00;38,30;-15,00;20,00;496,23;-12,00
04.07.2021;04.07.2021;FCR;1;NEGPOS_00_04;39,30;71,00;39,30;21,00;87,00;85,04;-60,00;67,00;39,30;42,00;562,00;39,30;88,00;508,00;39,30;-13,00;114,00;39,30;-55,00;15,00;39,30;-15,00;20,00;39,30;-7,00
04.07.2021;04.07.2021;FCR;1;NEGPOS_04_08;48,00;71,00;48,00;21,00;87,00;60,59;-60,00;67,00;48,00;39,00;562,00;48,00;64,00;508,00;48,00;18,00;114,00;48,00;-55,00;15,00;48,00;-15,00;20,00;48,00;-7,00
04.07.2021;04.07.2021;FCR;1;NEGPOS_08_12;48,00;71,00;48,00;21,00;87,00;48,00;-58,00;67,00;48,00;44,00;562,00;48,00;50,00;508,00;48,00;19,00;114,00;48,00;-55,00;15,00;48,00;-15,00;20,00;48,00;-6,00
04.07.2021;04.07.2021;FCR;1;NEGPOS_12_16;49,00;71,00;49,00;21,00;87,00;55,24;-60,00;67,00;49,00;42,00;562,00;49,00;70,00;508,00;49,00;-5,00;114,00;49,00;-55,00;15,00;49,00;-6,00;20,00;49,00;-6,00
04.07.2021;04.07.2021;FCR;1;NEGPOS_16_20;66,00;71,00;66,00;42,00;87,00;66,00;-58,00;67,00;66,00;37,00;562,00;66,00;63,00;508,00;66,00;-11,00;114,00;66,00;-55,00;15,00;66,00;-13,00;20,00;66,00;-5,00
04.07.2021;04.07.2021;FCR;1;NEGPOS_20_24;32,00;71,00;32,00;2,00;87,00;37,19;-60,00;67,00;32,00;91,00;562,00;32,00;32,00;508,00;32,00;19,00;114,00;32,00;-65,00;15,00;32,00;-15,00;20,00;32,00;-4,00
05.07.2021;05.07.2021;FCR;1;NEGPOS_00_04;53,60;71,00;53,60;22,00;87,00;97,78;-60,00;67,00;53,60;61,00;562,00;53,60;45,00;508,00;53,60;7,00;114,00;53,60;-55,00;15,00;53,60;-6,00;20,00;537,92;-14,00
05.07.2021;05.07.2021;FCR;1;NEGPOS_04_08;63,60;71,00;63,60;61,00;87,00;63,60;-58,00;67,00;63,60;79,00;562,00;63,60;-3,00;508,00;63,60;3,00;114,00;63,60;-55,00;15,00;63,60;-15,00;20,00;521,53;-12,00
05.07.2021;05.07.2021;FCR;1;NEGPOS_08_12;71,68;71,00;71,68;68,00;87,00;71,68;-58,00;67,00;49,32;96,00;562,00;71,68;48,00;508,00;71,68;-79,00;114,00;71,68;-55,00;15,00;71,68;-9,00;20,00;561,88;-11,00
05.07.2021;05.07.2021;FCR;1;NEGPOS_12_16;53,70;71,00;53,70;59,00;87,00;53,70;-58,00;67,00;53,70;96,00;562,00;53,70;20,00;508,00;53,70;-54,00;114,00;53,70;-45,00;15,00;53,70;-6,00;20,00;523,69;-11,00
05.07.2021;05.07.2021;FCR;1;NEGPOS_16_20;57,50;71,00;57,50;61,00;87,00;57,50;-58,00;67,00;57,50;93,00;562,00;57,50;32,00;508,00;57,50;-43,00;114,00;57,50;-55,00;15,00;57,50;-15,00;20,00;107,04;-14,00
05.07.2021;05.07.2021;FCR;1;NEGPOS_20_24;42,08;71,00;42,08;47,00;87,00;42,08;-58,00;67,00;29,39;100,00;562,00;42,08;7,00;508,00;42,08;-12,00;114,00;42,08;-55,00;15,00;42,08;-15,00;20,00;645,51;-14,00
06.07.2021;06.07.2021;FCR;1;NEGPOS_00_04;46,00;71,00;46,00;-49,00;87,00;98,85;-60,00;67,00;46,00;-46,00;562,00;46,00;-393,00;508,00;46,00;-355,00;114,00;46,00;-79,00;15,00;46,00;-15,00;20,00;534,44;-14,00
06.07.2021;06.07.2021;FCR;1;NEGPOS_04_08;56,00;71,00;56,00;-49,00;87,00;56,00;-60,00;67,00;56,00;-46,00;562,00;56,00;-393,00;508,00;56,00;-355,00;114,00;56,00;-79,00;15,00;56,00;-15,00;20,00;645,51;-14,00
06.07.2021;06.07.2021;FCR;1;NEGPOS_08_12;51,07;71,00;67,00;-49,00;87,00;67,00;-60,00;67,00;51,07;-46,00;562,00;67,00;-393,00;508,00;67,00;-355,00;114,00;67,00;-79,00;15,00;67,00;-15,00;20,00;67,00;-14,00
06.07.2021;06.07.2021;FCR;1;NEGPOS_12_16;56,00;71,00;56,00;-49,00;87,00;56,00;-60,00;67,00;56,00;-46,00;562,00;56,00;-393,00;508,00;56,00;-355,00;114,00;56,00;-79,00;15,00;56,00;-15,00;20,00;64,56;-14,00
06.07.2021;06.07.2021;FCR;1;NEGPOS_16_20;60,67;71,00;60,67;-49,00;87,00;60,67;-60,00;67,00;60,67;-46,00;562,00;60,67;-393,00;508,00;60,67;-355,00;114,00;60,67;-79,00;15,00;60,67;-15,00;20,00;64,56;-14,00
06.07.2021;06.07.2021;FCR;1;NEGPOS_20_24;46,52;71,00;46,52;-49,00;87,00;46,52;-60,00;67,00;46,52;-46,00;562,00;46,52;-393,00;508,00;46,52;-355,00;114,00;46,52;-79,00;15,00;46,52;-15,00;20,00;64,56;-14,00
06.07.2021;06.07.2021;FCR;2;NEGPOS_00_04;0,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,00;0,00;-14,00
06.07.2021;06.07.2021;FCR;2;NEGPOS_04_08;0,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,00;0,00;-14,00
06.07.2021;06.07.2021;FCR;2;NEGPOS_08_12;1,07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2,00;1,07;-14,00
