snapshot,grid_power
296,280.96169501543966
297,334.04367377014364
298,324.4510337178886
299,378.03817810939455
300,336.71984273137195
301,345.66297705575073
302,514.5869838135712
303,800.0
304,330.1898328295927
305,331.20338166871676
306,317.03200733697724
307,356.0815337015165
308,399.6895274876037
309,368.4668218966168
310,365.79706338447073
311,378.4614531110335
312,642.1863086844495
313,368.42401355089004
314,376.30222902127264
315,353.80614761805316
316,582.8008679421181
317,437.69106703358153
318,494.4510090359305
319,522.100476008182
320,608.3544404911271
321,383.24074690540226
322,434.9001247800282
323,502.2261810847374
324,477.98782312590566
325,451.54493070593304
326,407.2120435809123
327,409.2328048559525
328,366.9204041964138
329,394.1138502807979
330,391.4580222233805
331,349.63984063022303
332,131.62209710469315
333,385.0529037103772
334,282.18255011551366
335,375.1480496886007
336,369.5692456984969
337,367.6783855690319
338,343.45832561521195
339,364.6959539605101
340,316.06455535735336
341,417.07026700291647
342,377.1952831717207
343,465.683629574587
344,336.66366344580075
345,380.5774360703692
346,366.3050138020944
347,390.9030473218908
348,399.9116251598404
349,412.16014263342913
350,415.5344782626561
351,364.218802595467
352,450.9516325559412
353,352.17463065288445
354,304.87476784638176
355,290.91451018371225
356,439.6151568580872
357,385.8489172081551
358,440.30800410441867
359,464.60023410377585
360,400.15606996182356
361,355.8178634151358
362,406.24669850521394
363,397.93865564517046
364,266.02141071464314
365,421.87540420242516
366,451.72738741897655
367,670.73874727252
368,320.5377449021325
369,332.02124508385253
370,317.95993948464775
371,473.43866848120314
372,40.721776976513866
373,395.3684195972484
374,466.82473398117935
375,480.0173393231047
376,17.650535792976484
377,365.0396154621647
378,347.68419745764515
379,434.1459299910756
380,225.82151542555198
381,377.4843268505121
382,328.8159175715952
383,390.1514009698666
384,-0.0
385,106.72161134572329
386,243.8436118601547
387,266.53368659415355
388,14.569765322669184
389,235.54998326365217
390,203.45756043384517
391,245.0849168978272
392,33.02214827378697
393,252.9658167610015
394,265.54630657127785
395,287.3329011986874
396,263.65544644181284
397,293.05462633601707
398,477.0256228701795
399,800.0
400,241.25136749717095
401,234.90901452296316
402,169.82659071507166
403,248.69071009993507
404,303.15296519780253
405,202.43644222515843
406,268.1319491823235
407,342.42906415845164
408,377.33343437141593
409,383.6495691654591
410,228.22542774929607
411,254.09144361378378
412,454.5070727247177
413,366.3384602970194
414,324.7891511549282
415,136.781810853739
416,530.4727444915916
417,338.7847565499658
418,281.04648000269873
419,410.25014109381243
420,452.2846096056806
421,359.02670379415446
422,287.3805565806308
423,371.7520421862755
424,265.3134046600668
425,347.1797880664925
426,387.05206282293847
427,392.03764855939755
428,253.0695051543213
429,193.25227710512172
430,292.93005004001805
431,360.8933983930419
432,207.85977466892757
433,365.37684740566806
434,315.4960109800767
435,394.50444577405625
436,186.87184293179797
437,344.477725243554
438,200.0147456701021
439,326.7732115640561
440,65.6018532561408
441,9.802130160836555
442,26.43855678473436
443,64.65948216297122
444,242.1876149417219
445,396.63027829332106
446,404.51973982564067
447,427.6460277164245
448,394.4493169427215
449,307.47068890173983
450,245.32638756629032
451,271.03048087455886
452,448.2813655530247
453,216.06301077597317
454,335.6189604256273
455,327.6054750240861
456,313.425489659285
457,296.7714805702424
458,348.36139747408095
459,300.64832212543763
460,18.407959033324403
461,306.91533685250437
462,328.8805182475697
463,377.39017317187137
464,27.030391764910576
465,245.8017323764277
466,268.98575136724963
467,364.3531539829573
468,-0.0
469,329.318931988334
470,385.6196849012117
471,363.0391704089772
472,-0.0
473,312.98514068327154
474,277.67394369529086
475,323.0856554470783
476,256.7908044925124
477,306.50698460517674
478,298.1583339833859
479,493.4489222435575
480,-0.0
481,311.5038164035728
482,398.9443426087755
483,535.662176059024
484,133.41842878049272
485,396.3376839822508
486,344.15328337582423
487,316.60486434010807
488,-0.0
489,420.1824794448441
490,325.71263029545577
491,318.6256009331902
492,174.98717105282208
493,312.53448858098756
494,299.01847257151985
495,332.96163157785674
496,733.4560958923728
497,267.0735827163492
498,800.0
499,800.0
500,508.4376761816205
501,390.2561502807343
502,364.9310228380249
503,393.12628789078383
504,573.6627479873773
505,418.99820571358333
506,315.8188310327603
507,417.6702670029165
508,800.0
509,466.4460853035347
510,432.51567314948784
511,487.0640534295793
512,494.651031622751
513,278.98837175491474
514,411.1681033693843
515,401.7978260481363
516,538.7414692858491
517,480.33927274716484
518,461.5923323375448
519,518.6409298400843
520,-0.0
521,-0.0
522,-0.0
523,-0.0
524,295.9145023830819
525,318.7371626554477
526,242.7945755774641
527,304.7940283310689
528,382.7631588553456
529,519.3217294602084
530,477.6890042106431
531,561.7380714483281
532,410.87741153339107
533,406.01268146454964
534,369.48903264793637
535,410.7555635661908
536,246.59302262791
537,455.36484704823937
538,384.99376774015735
539,425.7721823140262
540,450.0807317146825
541,414.05642062243373
542,364.11785309680425
543,387.38797258789197
544,428.6138463804828
545,331.6587027629578
546,411.42896196524396
547,300.90863290735854
548,553.435475597641
549,367.6509677626045
550,356.97843673812577
551,369.14619781507383
552,529.9857523573569
553,359.501195448364
